Surface,Round,Winner,Loser,WRank,LRank,WPts,LPts,Year
Grass,1st Round,Konta J.,Nara K.,22,97,2050,660,2018
Grass,1st Round,Muguruza G.,Pavlyuchenkova A.,3,28,6550,1596,2018
Grass,2nd Round,Buzarnescu M.,Martic P.,30,45,1543,1130,2018
Grass,2nd Round,Kvitova P.,Gavrilova D.,8,25,4610,1810,2018
Grass,1st Round,Safarova L.,Kostyuk M.,53,136,1029,441,2018
Grass,1st Round,Tomljanovic A.,Linette M.,72,78,862,810,2018
Grass,The Final,Maria T.,Sevastova A.,79,20,810,2105,2018
Grass,1st Round,Krunic A.,Hlavackova A.,39,825,1210,18,2018
Grass,1st Round,Vekic D.,Stephens S.,55,4,1010,5463,2018
Grass,1st Round,Brengle M.,Krunic A.,108,39,600,1210,2018
Grass,1st Round,Safarova L.,Bondarenko K.,66,79,904,812,2018
Grass,1st Round,Arruabarrena L.,Bogdan A.,88,59,756,931,2018
Grass,1st Round,Barty A.,Voegele S.,17,93,2435,698,2018
Grass,1st Round,Hsieh S.W.,Pavlyuchenkova A.,48,29,1075,1596,2018
Grass,1st Round,Konta J.,Vikhlyantseva N.,24,103,1866,625,2018
Grass,2nd Round,Bertens K.,Blinkova A.,20,107,2090,603,2018
Grass,2nd Round,Barty A.,Bouchard E.,17,188,2435,300,2018
Grass,2nd Round,Gavrilova D.,Stosur S.,25,86,1765,775,2018
Grass,2nd Round,Diatchenko V.,Kenin S.,132,76,446,828,2018
Grass,3rd Round,Bertens K.,Williams V.,20,9,2090,3971,2018
Grass,3rd Round,Hsieh S.W.,Halep S.,48,1,1075,7871,2018
Grass,3rd Round,Sasnovich A.,Gavrilova D.,50,25,1053,1765,2018
Grass,4th Round,Kerber A.,Bencic B.,10,56,3545,945,2018
Clay,1st Round,Zanevska M.,Bonaventure Y.,166,118,352,555,2018
Clay,1st Round,Hercog P.,Ruse E.G.,90,182,750,312,2018
Clay,1st Round,Jabeur O.,Begu I.,123,42,518,1245,2018
Clay,2nd Round,Hercog P.,Bara I.,90,151,750,389,2018
Clay,2nd Round,Wang Yaf.,Parmentier P.,84,65,797,879,2018
Clay,1st Round,Barthel M.,Vikhlyantseva N.,115,103,570,625,2018
Clay,2nd Round,Vondrousova M.,Kostova E.,104,186,620,300,2018
Clay,2nd Round,Kudermetova V.,Kuzmova V.,141,54,421,995,2018
Clay,2nd Round,Cornet A.,Perrin C.,48,147,1180,397,2018
Clay,2nd Round,Stosur S.,Schnyder P.,73,159,845,357,2018
Clay,1st Round,Sasnovich A.,Larsson J.,42,85,1266,788,2018
Clay,2nd Round,Ivakhnenko V.,Flink V.,199,318,281,145,2018
Clay,2nd Round,Goerges J.,Vikhlyantseva N.,10,103,3980,625,2018
Clay,Quarterfinals,Danilovic O.,Goerges J.,187,10,299,3980,2018
Hard,1st Round,Wang Q.,Raina A.,78,191,815,292,2018
Hard,1st Round,Linette M.,Jang S.J.,80,192,810,291,2018
Hard,The Final,Buzarnescu M.,Sakkari M.,24,49,1703,1151,2018
Hard,1st Round,Osaka N.,Pera B.,17,95,2350,700,2018
Hard,1st Round,Safarova L.,Gavrilova D.,58,23,964,1885,2018
Hard,2nd Round,Goerges J.,Safarova L.,10,58,3900,964,2018
Hard,2nd Round,Cornet A.,Kerber A.,34,4,1405,5305,2018
Hard,3rd Round,Halep S.,Williams V.,1,14,7511,2901,2018
Hard,Quarterfinals,Barty A.,Bertens K.,16,18,2555,2231,2018
Hard,Semifinals,Halep S.,Barty A.,1,16,7511,2555,2018
Hard,1st Round,Kuzmova V.,Sasnovich A.,56,36,975,1363,2018
Hard,1st Round,Tomljanovic A.,Begu I.,58,55,942,978,2018
Hard,1st Round,Makarova E.,Bogdan A.,49,78,1117,820,2018
Hard,1st Round,Pavlyuchenkova A.,Krunic A.,28,47,1596,1160,2018
Hard,1st Round,Giorgi C.,Sevastova A.,40,18,1297,2250,2018
Hard,2nd Round,Mladenovic K.,Kuzmova V.,57,56,957,975,2018
Hard,3rd Round,Sabalenka A.,Garcia C.,34,5,1405,4680,2018
Hard,2nd Round,Puig M.,Kontaveit A.,72,28,848,1640,2018
Hard,Quarterfinals,Sabalenka A.,Bencic B.,25,43,1730,1245,2018
Hard,Semifinals,Suarez Navarro C.,Puig M.,30,72,1629,848,2018
Hard,1st Round,Kanepi K.,Halep S.,44,1,1239,8061,2018
Hard,1st Round,Strycova B.,Lao D.,23,238,1930,238,2018
Hard,1st Round,Vondrousova M.,Barthel M.,103,111,615,571,2018
Hard,1st Round,Bouchard E.,Tan H.,137,396,450,99,2018
Hard,1st Round,Tomljanovic A.,Cabrera L.,58,160,1002,379,2018
Hard,1st Round,Sharapova M.,Schnyder P.,22,186,2003,300,2018
Hard,2nd Round,Svitolina E.,Maria T.,7,70,4555,862,2018
Hard,2nd Round,Kvitova P.,Wang Yaf.,5,90,4885,745,2018
Hard,3rd Round,Cibulkova D.,Kerber A.,35,4,1390,5305,2018
Hard,1st Round,Zhu L.,Kato M.,112,184,547,320,2018
Hard,1st Round,Kenin S.,Barthel M.,67,94,878,666,2018
Hard,2nd Round,Watson H.,Fernandez L.,107,588,579,45,2018
Hard,Quarterfinals,Kenin S.,Puig M.,67,50,878,1100,2018
Hard,The Final,Parmentier P.,Pegula J.,69,227,854,248,2018
Hard,Quarterfinals,Putintseva Y.,Kozlova K.,61,117,975,527,2018
Hard,Semifinals,Wang Q.,Petkovic A.,41,85,1235,745,2018
Hard,1st Round,Zidansek T.,Hercog P.,72,78,834,790,2018
Hard,2nd Round,Bertens K.,Jakupovic D.,12,89,3380,718,2018
Hard,2nd Round,Alexandrova E.,Ostapenko J.,122,10,498,3787,2018
Hard,Quarterfinals,Tomljanovic A.,Minella M.,53,132,1032,473,2018
Hard,1st Round,Kontaveit A.,Mladenovic K.,27,47,1665,1121,2018
Hard,2nd Round,Riske A.,Muguruza G.,75,14,807,3330,2018
Hard,2nd Round,Strycova B.,Kontaveit A.,25,27,1990,1665,2018
Hard,2nd Round,Azarenka V.,Barty A.,63,17,951,2850,2018
Hard,Quarterfinals,Pliskova Ka.,Riske A.,8,75,4105,807,2018
Hard,Quarterfinals,Giorgi C.,Azarenka V.,37,63,1361,951,2018
Hard,1st Round,Potapova A.,Voegele S.,132,75,459,842,2018
Hard,1st Round,Jorovic I.,Alexandrova E.,194,117,292,528,2018
Hard,The Final,Gasparyan M.,Potapova A.,299,132,153,459,2018
Hard,1st Round,Goerges J.,Vondrousova M.,10,73,3730,845,2018
Hard,2nd Round,Muguruza G.,Golubic V.,14,100,3200,609,2018
Hard,3rd Round,Cibulkova D.,Kasatkina D.,31,13,1515,3355,2018
Hard,Semifinals,Kontaveit A.,Wang Q.,27,34,1690,1460,2018
Hard,1st Round,Zheng S.,Yastremska D.,63,110,931,562,2018
Hard,1st Round,Stephens S.,Pavlyuchenkova A.,9,34,3912,1495,2018
Hard,1st Round,Martic P.,Strycova B.,36,26,1383,1990,2018
Hard,2nd Round,Kerber A.,Suarez Navarro C.,3,23,5345,2069,2018
Hard,2nd Round,Garcia C.,Hercog P.,8,86,3925,720,2018
Hard,3rd Round,Sevastova A.,Vekic D.,20,38,2600,1315,2018
Hard,3rd Round,Wang Q.,Pliskova Ka.,28,7,1705,4345,2018
Hard,The Final,Wozniacki C.,Sevastova A.,2,20,5610,2600,2018
Hard,1st Round,Wang Q.,Zhang L.,24,407,2085,92,2018
Hard,1st Round,Muguruza G.,Sorribes Tormo S.,13,86,3170,710,2018
Hard,1st Round,Giorgi C.,Parmentier P.,32,49,1533,1101,2018
Hard,Quarterfinals,Alexandrova E.,Pavlyuchenkova A.,119,35,499,1440,2018
Hard,1st Round,Bacsinszky T.,Collins D.,329,38,133,1395,2018
Hard,1st Round,Doi M.,Putintseva Y.,154,47,388,1155,2018
Hard,2nd Round,Hsieh S.W.,Kudermetova V.,30,122,1640,492,2018
Hard,The Final,Garcia C.,Pliskova Ka.,16,6,3045,4345,2018
Hard,1st Round,Muguruza G.,Voegele S.,13,81,3225,735,2018
Hard,2nd Round,Lapko V.,Parmentier P.,62,50,961,1099,2018
Hard,2nd Round,Vekic D.,Ferro F.,35,103,1425,592,2018
Hard,Quarterfinals,Bencic B.,Lapko V.,47,62,1147,961,2018
Hard,Quarterfinals,Goerges J.,Vekic D.,9,35,3785,1425,2018
Hard,1st Round,Sasnovich A.,Buzarnescu M.,31,25,1570,1900,2018
Hard,1st Round,Sevastova A.,Rybarikova M.,11,39,3240,1240,2018
Hard,1st Round,Kasatkina D.,Tsurenko L.,14,26,3150,1830,2018
Hard,1st Round,Zvonareva V.,Khromacheva I.,161,153,354,388,2018
Hard,Round Robin,Kerber A.,Osaka N.,2,4,5375,4740,2018
Hard,Round Robin,Muguruza G.,Zhang S.,17,36,2725,1370,2018
Hard,1st Round,Schoofs B.,Van Uytvanck A.,174,49,329,1055,2019
Hard,1st Round,Anisimova A.,Cepelova J.,96,188,635,310,2019
Hard,1st Round,Wozniacki C.,Siegemund L.,3,113,5586,517,2019
Hard,1st Round,Sevastova A.,Gavrilova D.,11,35,3240,1335,2019
Hard,2nd Round,Osaka N.,Aiava D.,5,247,5115,226,2019
Hard,2nd Round,Vekic D.,Bertens K.,34,9,1455,4335,2019
Hard,Quarterfinals,Sabalenka A.,Sharapova M.,13,29,3145,1602,2019
Hard,1st Round,Begu I.,Watson H.,76,93,763,648,2019
Hard,1st Round,Flipkens K.,Jakupovic D.,49,82,1058,736,2019
Hard,1st Round,Linette M.,Sakkari M.,86,41,718,1164,2019
Hard,2nd Round,Minnen G.,Linette M.,346,86,111,718,2019
Hard,Semifinals,Kenin S.,Cornet A.,56,47,994,1085,2019
Hard,1st Round,Giorgi C.,Tomljanovic A.,27,45,1800,1127,2019
Hard,1st Round,Williams S.,Maria T.,16,73,2976,804,2019
Hard,1st Round,Muguruza G.,Zheng S.,18,40,2865,1224,2019
Hard,1st Round,Bacsinszky T.,Kasatkina D.,145,10,406,3415,2019
Hard,2nd Round,Garcia C.,Hives Z.,19,225,2660,260,2019
Hard,2nd Round,Sabalenka A.,Boulter K.,11,97,3365,628,2019
Hard,2nd Round,Kerber A.,Haddad Maia B.,2,195,5505,299,2019
Hard,2nd Round,Wang Q.,Krunic A.,21,61,2485,915,2019
Hard,2nd Round,Bacsinszky T.,Vikhlyantseva N.,145,134,406,448,2019
Hard,2nd Round,Halep S.,Kenin S.,1,37,6642,1259,2019
Hard,3rd Round,Pavlyuchenkova A.,Sasnovich A.,44,31,1160,1513,2019
Hard,1st Round,Zidansek T.,Babos T.,74,65,802,886,2019
Hard,2nd Round,Golubic V.,Duan Y.Y.,106,201,592,297,2019
Hard,Quarterfinals,Tomljanovic A.,Zheng S.,49,42,1100,1205,2019
Hard,2nd Round,Vekic D.,Kudermetova V.,30,108,1580,567,2019
Hard,Semifinals,Bertens K.,Sabalenka A.,8,10,4430,3485,2019
Hard,1st Round,Strycova B.,Al Nabhani F.,49,429,1101,71,2019
Hard,1st Round,Suarez Navarro C.,Jabeur O.,26,56,1793,988,2019
Hard,1st Round,Riske A.,Hercog P.,52,88,1014,684,2019
Hard,Quarterfinals,Mertens E.,Bertens K.,21,8,2335,4845,2019
Hard,1st Round,Krunic A.,Korpatsch T.,57,127,975,484,2019
Hard,1st Round,Swiatek I.,Danilovic O.,140,114,436,521,2019
Hard,1st Round,Begu I.,Barthel M.,72,80,797,718,2019
Hard,2nd Round,Vondrousova M.,Blinkova A.,81,105,717,584,2019
Hard,Quarterfinals,Van Uytvanck A.,Kozlova K.,50,126,1080,486,2019
Hard,1st Round,Kuzmova V.,Pera B.,46,86,1149,692,2019
Hard,1st Round,Muguruza G.,Yastremska D.,19,34,2510,1386,2019
Hard,1st Round,Zhu L.,Mertens E.,107,16,572,2745,2019
Hard,2nd Round,Kvitova P.,Siniakova K.,4,44,5120,1178,2019
Hard,2nd Round,Mladenovic K.,Osaka N.,67,1,819,6970,2019
Hard,Quarterfinals,Bencic B.,Halep S.,45,2,1178,5537,2019
Clay,1st Round,Maria T.,Trevisan M.,69,166,841,344,2019
Clay,The Final,Wang Yaf.,Kenin S.,65,35,887,1404,2019
Hard,1st Round,Konta J.,Parmentier P.,45,54,1210,1045,2019
Hard,1st Round,Maria T.,Rybarikova M.,69,74,843,767,2019
Hard,1st Round,Mladenovic K.,Zheng S.,65,39,864,1295,2019
Hard,1st Round,Bonaventure Y.,Townsend T.,144,89,416,686,2019
Hard,2nd Round,Andreescu B.,Cibulkova D.,60,35,919,1502,2019
Hard,2nd Round,Kerber A.,Putintseva Y.,8,47,4880,1181,2019
Hard,2nd Round,Mchale C.,Pavlyuchenkova A.,140,32,438,1565,2019
Hard,2nd Round,Collins D.,Flipkens K.,25,56,1906,1010,2019
Hard,3rd Round,Sabalenka A.,Tsurenko L.,9,28,3565,1751,2019
Hard,4th Round,Kerber A.,Sabalenka A.,8,9,4880,3565,2019
Hard,1st Round,Putintseva Y.,Flipkens K.,44,56,1181,1035,2019
Hard,1st Round,Rybarikova M.,Vikhlyantseva N.,74,104,767,608,2019
Hard,1st Round,Riske A.,Kanepi K.,45,89,1178,711,2019
Hard,1st Round,Peterson R.,Siegemund L.,63,108,888,589,2019
Hard,1st Round,Niculescu M.,Zidansek T.,138,66,444,851,2019
Hard,1st Round,Konta J.,Pegula J.,38,90,1265,711,2019
Hard,2nd Round,Goerges J.,Rybarikova M.,15,74,2780,767,2019
Hard,3rd Round,Garcia C.,Goerges J.,21,15,2350,2780,2019
Hard,3rd Round,Wang Yaf.,Collins D.,50,26,1123,1851,2019
Hard,Quarterfinals,Halep S.,Wang Q.,3,18,5457,2607,2019
Clay,1st Round,Zidansek T.,Friedsam A.L.,65,674,841,15,2019
Clay,1st Round,Ostapenko J.,Larsson J.,31,88,1611,719,2019
Clay,2nd Round,Sabalenka A.,Kozlova K.,10,99,3595,635,2019
Clay,2nd Round,Wozniacki C.,Siegemund L.,13,104,3117,619,2019
Clay,3rd Round,Collins D.,Kanepi K.,34,82,1496,731,2019
Clay,3rd Round,Keys M.,Ostapenko J.,18,31,2726,1611,2019
Clay,Quarterfinals,Martic P.,Bencic B.,53,21,1061,2430,2019
Hard,1st Round,Flipkens K.,Danilovic O.,58,120,1010,517,2019
Hard,1st Round,Diyas Z.,Zarazua R.,107,243,592,226,2019
Hard,1st Round,Mladenovic K.,Haddad Maia B.,66,176,834,333,2019
Hard,2nd Round,Vickery S.,Hibino N.,134,114,452,542,2019
Hard,2nd Round,Rybarikova M.,Voegele S.,71,98,792,646,2019
Clay,1st Round,Paolini J.,Di Lorenzo F.,187,172,318,345,2019
Clay,2nd Round,Haddad Maia B.,Schmiedlova A.,165,66,350,857,2019
Clay,2nd Round,Anisimova A.,Lepchenko V.,76,151,768,389,2019
Clay,1st Round,Bacsinszky T.,Korpatsch T.,112,131,550,464,2019
Clay,1st Round,Voegele S.,Parmentier P.,97,53,646,1059,2019
Clay,2nd Round,Strycova B.,Cirstea S.,47,97,1166,631,2019
Clay,2nd Round,Martic P.,Bogdan A.,40,150,1245,402,2019
Clay,1st Round,Vekic D.,Gatto-Monticone G.,25,169,1875,353,2019
Clay,1st Round,Kontaveit A.,Garcia C.,15,21,2845,2460,2019
Clay,Quarterfinals,Bertens K.,Kerber A.,7,5,4640,5220,2019
Clay,Semifinals,Kontaveit A.,Osaka N.,15,1,2845,5967,2019
Clay,1st Round,Schmiedlova A.,Kuzmova V.,103,45,607,1195,2019
Clay,1st Round,Wang Q.,Gasparyan M.,16,65,2812,897,2019
Clay,1st Round,Strycova B.,Barthel M.,39,88,1275,689,2019
Clay,1st Round,Muchova K.,Swiatek I.,106,95,603,642,2019
Clay,1st Round,Hercog P.,Bara I.,71,178,797,333,2019
Clay,2nd Round,Van Uytvanck A.,Lepchenko V.,52,149,1070,401,2019
Clay,Quarterfinals,Van Uytvanck A.,Bonaventure Y.,52,122,1070,490,2019
Clay,Quarterfinals,Konta J.,Hsieh S.W.,47,24,1180,1960,2019
Clay,1st Round,Vekic D.,Wang Q.,24,16,1915,2815,2019
Clay,2nd Round,Zheng S.,Cornet A.,49,54,1140,1040,2019
Clay,3rd Round,Bencic B.,Kozlova K.,18,85,2540,710,2019
Clay,1st Round,Cibulkova D.,Sasnovich A.,33,32,1512,1550,2019
Clay,2nd Round,Buzarnescu M.,Goerges J.,29,18,1580,2520,2019
Clay,2nd Round,Konta J.,Stephens S.,42,8,1305,4656,2019
Clay,1st Round,Paar L.I.,Lemoine Q.,301,262,158,206,2019
Clay,1st Round,Siniakova K.,Minella M.,43,98,1277,629,2019
Clay,1st Round,Hesse A.,Wang Yaf.,256,57,212,1008,2019
Clay,1st Round,Garcia C.,Rogers S.,24,514,1935,44,2019
Clay,1st Round,Kanepi K.,Goerges J.,88,18,680,2520,2019
Clay,1st Round,Kudermetova V.,Wozniacki C.,68,13,839,3063,2019
Clay,1st Round,Vekic D.,Samsonova L.,24,159,1940,369,2019
Clay,1st Round,Mertens E.,Zidansek T.,20,60,2305,970,2019
Clay,1st Round,Suarez Navarro C.,Yastremska D.,29,32,1672,1579,2019
Clay,1st Round,Kasatkina D.,Paolini J.,21,210,2150,279,2019
Clay,2nd Round,Stephens S.,Sorribes Tormo S.,7,75,4552,778,2019
Clay,2nd Round,Swiatek I.,Wang Q.,104,16,613,2812,2019
Clay,2nd Round,Puig M.,Kasatkina D.,59,21,983,2150,2019
Clay,Quarterfinals,Vondrousova M.,Martic P.,38,31,1457,1615,2019
Clay,Quarterfinals,Anisimova A.,Halep S.,51,3,1110,5533,2019
Grass,1st Round,Hercog P.,Mchale C.,62,112,929,576,2019
Grass,1st Round,Alexandrova E.,Mertens E.,52,21,1108,2195,2019
Grass,2nd Round,Vikhlyantseva N.,Badosa Gibert P.,119,133,546,451,2019
Grass,Quarterfinals,Kudermetova V.,Minnen G.,60,139,939,429,2019
Grass,The Final,Riske A.,Bertens K.,61,4,933,5345,2019
Grass,1st Round,Vekic D.,Jakupovic D.,22,110,2110,585,2019
Grass,1st Round,Pera B.,Swan K.,97,203,672,279,2019
Grass,1st Round,Garcia C.,Bains N.,28,226,1885,246,2019
Grass,Quarterfinals,Strycova B.,Pliskova Kr.,51,112,1125,573,2019
Grass,Quarterfinals,Goerges J.,Putintseva Y.,19,43,2400,1270,2019
Grass,1st Round,Bencic B.,Peterson R.,13,64,2953,872,2019
Grass,2nd Round,Zhang S.,Gavrilova D.,51,78,1120,762,2019
Grass,3rd Round,Bertens K.,Friedsam A.L.,4,356,5425,117,2019
Grass,3rd Round,Sabalenka A.,Wozniacki C.,10,14,3565,2833,2019
Grass,1st Round,Wozniacki C.,Sorribes Tormo S.,19,70,2418,830,2019
Grass,1st Round,Siniakova K.,Alexandrova E.,38,45,1387,1193,2019
Grass,1st Round,Bencic B.,Pavlyuchenkova A.,13,46,3073,1185,2019
Grass,1st Round,Parmentier P.,Sharapova M.,88,80,699,740,2019
Grass,1st Round,Williams S.,Gatto-Monticone G.,10,161,3411,368,2019
Grass,2nd Round,Hercog P.,Keys M.,60,16,989,2615,2019
Grass,2nd Round,Kvitova P.,Mladenovic K.,6,48,4555,1155,2019
Grass,2nd Round,Mertens E.,Niculescu M.,21,111,2195,556,2019
Grass,2nd Round,Konta J.,Siniakova K.,18,38,2430,1387,2019
Grass,2nd Round,Linette M.,Anisimova A.,75,26,785,1949,2019
Grass,3rd Round,Martic P.,Collins D.,24,34,2105,1518,2019
Grass,Quarterfinals,Strycova B.,Konta J.,54,18,1100,2430,2019
Clay,1st Round,Rybakina E.,Badosa P.,106,116,594,535,2019
Clay,Quarterfinals,Di Giuseppe M.,Krejcikova B.,211,132,274,481,2019
Clay,1st Round,Ferro F.,Barthel M.,98,97,629,633,2019
Clay,1st Round,Potapova A.,Kucova K.,69,148,818,399,2019
Clay,1st Round,Vikhlyantseva N.,Perrin C.,100,171,608,357,2019
Clay,1st Round,Waltert S.,Goerges J.,562,25,34,1955,2019
Clay,1st Round,Buzarnescu M.,Voegele S.,55,113,1046,557,2019
Clay,2nd Round,Korpatsch T.,Potapova A.,142,69,422,818,2019
Clay,Quarterfinals,Korpatsch T.,Teichmann J.,142,90,422,672,2019
Clay,The Final,Ferro F.,Cornet A.,98,48,629,1140,2019
Clay,1st Round,Garcia C.,Pliskova Kr.,22,85,2105,708,2019
Clay,1st Round,Tig P.M.,Raina A.,264,191,200,309,2019
Clay,1st Round,Fett J.,Maria T.,316,71,147,796,2019
Clay,2nd Round,Tig P.M.,Kalinina A.,264,139,200,453,2019
Clay,2nd Round,Paquet C.,Garcia C.,156,22,379,2105,2019
Clay,2nd Round,Bara I.,Ivakhnenko V.,213,228,281,256,2019
Clay,1st Round,Zidansek T.,Arruabarrena L.,56,152,990,391,2019
Clay,1st Round,Gatto-Monticone G.,Lottner A.,163,187,369,315,2019
Clay,Quarterfinals,Badosa P.,Rus A.,119,130,530,481,2019
Clay,Quarterfinals,Samsonova L.,Ferro F.,144,75,424,779,2019
Clay,Quarterfinals,Bertens K.,Paolini J.,5,142,5130,430,2019
Hard,1st Round,Vandeweghe C.,Bouzkova M.,636,91,24,670,2019
Hard,2nd Round,Anisimova A.,Brengle M.,23,78,2018,769,2019
Hard,1st Round,Baptiste H.,Keys M.,283,17,180,2555,2019
Hard,1st Round,Hsieh S.W.,Flipkens K.,31,106,1775,593,2019
Hard,2nd Round,Pegula J.,Swiatek I.,79,66,768,847,2019
Hard,1st Round,Azarenka V.,Giorgi C.,39,52,1335,1063,2019
Hard,3rd Round,Halep S.,Kuznetsova S.,4,198,5933,306,2019
Hard,3rd Round,Bouzkova M.,Ostapenko J.,91,82,668,716,2019
Hard,Quarterfinals,Andreescu B.,Pliskova Ka.,27,3,1937,6055,2019
Hard,Semifinals,Andreescu B.,Kenin S.,27,29,1937,1820,2019
Hard,1st Round,Peterson R.,Konta J.,74,15,820,2695,2019
Hard,2nd Round,Halep S.,Alexandrova E.,4,43,5223,1243,2019
Hard,3rd Round,Kenin S.,Svitolina E.,22,7,2140,4577,2019
Hard,Quarterfinals,Kuznetsova S.,Pliskova Ka.,153,3,411,6185,2019
Hard,Quarterfinals,Keys M.,Williams V.,18,65,2557,882,2019
Hard,1st Round,Cornet A.,Kozlova K.,64,74,905,821,2019
Hard,1st Round,Petkovic A.,Zhang S.,89,34,685,1535,2019
Hard,2nd Round,Giorgi C.,Petkovic A.,58,89,1004,685,2019
Hard,2nd Round,Linette M.,Sasnovich A.,80,45,768,1181,2019
Hard,Quarterfinals,Linette M.,Muchova K.,80,47,768,1139,2019
Hard,1st Round,Bolkvadze M.,Pera B.,202,65,293,916,2019
Hard,1st Round,Martic P.,Zidansek T.,22,66,2067,910,2019
Hard,1st Round,Pliskova Ka.,Martincova T.,3,138,6315,449,2019
Hard,1st Round,Gasparyan M.,Hon P.,61,130,969,480,2019
Hard,1st Round,Zhang S.,Golubic V.,34,75,1535,827,2019
Hard,1st Round,Bencic B.,Minella M.,12,142,2968,438,2019
Hard,1st Round,Andreescu B.,Volynets K.,15,413,2837,100,2019
Hard,1st Round,Gauff C.,Potapova A.,140,72,446,864,2019
Hard,1st Round,Putintseva Y.,Brengle M.,39,78,1355,804,2019
Hard,2nd Round,Andreescu B.,Flipkens K.,15,110,2837,552,2019
Hard,3rd Round,Svitolina E.,Yastremska D.,5,32,4492,1679,2019
Hard,3rd Round,Goerges J.,Bertens K.,30,7,1785,4325,2019
Hard,4th Round,Wang Q.,Barty A.,18,2,2646,6501,2019
Hard,1st Round,Hsieh S.W.,Ozaki R.,29,292,1830,185,2019
Hard,1st Round,Doi M.,Namigata J.,107,300,571,178,2019
Hard,2nd Round,Hsieh S.W.,Hon P.,29,123,1830,508,2019
Hard,2nd Round,Kudermetova V.,Mchale C.,48,101,1064,606,2019
Hard,2nd Round,Sorribes Tormo S.,Flink V.,85,153,730,410,2019
Hard,1st Round,Jakupovic D.,Errani S.,154,245,405,242,2019
Hard,Quarterfinals,Peterson R.,Linette M.,78,45,805,1113,2019
Hard,1st Round,Zheng S.,Schoofs B.,38,155,1340,399,2019
Hard,Semifinals,Pliskova Ka.,Tomljanovic A.,2,46,6125,1105,2019
Hard,1st Round,Zheng S.,Duan Y.Y.,37,329,1380,158,2019
Hard,Quarterfinals,Blinkova A.,Bouzkova M.,76,63,837,970,2019
Hard,1st Round,Hsieh S.W.,Muguruza G.,33,26,1610,1860,2019
Hard,2nd Round,Kerber A.,Gibbs N.,15,137,2750,463,2019
Hard,2nd Round,Putintseva Y.,Flink V.,36,149,1500,426,2019
Hard,1st Round,Bonaventure Y.,Amanmuradova A.,123,447,532,88,2019
Hard,1st Round,Maria T.,Govortsova O.,87,216,708,281,2019
Hard,The Final,Van Uytvanck A.,Cirstea S.,61,96,985,633,2019
Hard,1st Round,Pera B.,Brady J.,81,70,776,900,2019
Hard,1st Round,Jabeur O.,Vekic D.,54,23,1035,2295,2019
Hard,2nd Round,Kuznetsova S.,Hsieh S.W.,69,32,906,1555,2019
Hard,2nd Round,Stephens S.,Wang Yaf.,15,48,2769,1100,2019
Hard,2nd Round,Svitolina E.,Muguruza G.,3,26,5160,1860,2019
Hard,1st Round,Bencic B.,Hsieh S.W.,10,33,3738,1560,2019
Hard,1st Round,Kenin S.,Muguruza G.,16,28,2600,1815,2019
Hard,1st Round,Yastremska D.,Garcia C.,26,31,1960,1725,2019
Hard,1st Round,Tomljanovic A.,Wang Q.,52,20,1080,2423,2019
Hard,2nd Round,Barty A.,Putintseva Y.,1,37,6446,1420,2019
Hard,2nd Round,Wozniacki C.,Mchale C.,19,90,2493,666,2019
Hard,1st Round,Van Uytvanck A.,Bonaventure Y.,44,113,1255,560,2019
Hard,1st Round,Linette M.,Mchale C.,42,81,1290,741,2019
Hard,2nd Round,Wang Yaf.,Garcia C.,47,31,1185,1615,2019
Hard,Quarterfinals,Watson H.,Linette M.,125,42,520,1290,2019
Hard,1st Round,Gasparyan M.,Teichmann J.,81,73,749,836,2019
Hard,1st Round,Niculescu M.,Van Uytvanck A.,111,48,569,1175,2019
Hard,2nd Round,Ostapenko J.,Mertens E.,63,19,970,2290,2019
Hard,Quarterfinals,Blinkova A.,Gasparyan M.,66,81,936,749,2019
Hard,Quarterfinals,Ostapenko J.,Lottner A.,63,210,970,281,2019
Hard,1st Round,Hercog P.,Siniakova K.,49,60,1119,1025,2019
Hard,2nd Round,Bencic B.,Hercog P.,10,49,3848,1119,2019
Hard,2nd Round,Kudermetova V.,Svitolina E.,42,4,1306,5495,2019
Hard,Quarterfinals,Mladenovic K.,Bertens K.,45,8,1235,4495,2019
Hard,Round Robin,Mertens E.,Sakkari M.,18,22,2190,1741,2019
Hard,Round Robin,Svitolina E.,Halep S.,8,5,3995,4962,2019
Hard,1st Round,Gauff C.,Kuzmova V.,67,61,855,965,2020
Hard,1st Round,Mchale C.,Li A.,86,145,720,414,2020
Hard,Quarterfinals,Williams S.,Siegemund L.,10,73,3935,805,2020
Hard,1st Round,Samsonova L.,Stephens S.,129,24,475,1737,2020
Hard,1st Round,Osaka N.,Sakkari M.,4,23,5311,1820,2020
Hard,1st Round,Mertens E.,Tsurenko L.,17,119,2290,538,2020
Hard,1st Round,Zhang S.,Linette M.,38,43,1355,1320,2020
Hard,1st Round,Diyas Z.,Duan Y.Y.,75,397,775,113,2020
Hard,Quarterfinals,Alexandrova E.,Wang Q.,34,28,1425,1563,2020
Hard,Semifinals,Barty A.,Collins D.,1,27,7547,1641,2020
Hard,1st Round,Peterson R.,Ferro F.,44,63,1275,926,2020
Hard,2nd Round,Davis L.,Linette M.,65,43,902,1292,2020
Hard,Quarterfinals,Watson H.,Mertens E.,101,17,657,2250,2020
Hard,1st Round,Zhang S.,Stephens S.,35,27,1505,1683,2020
Hard,1st Round,Wang Q.,Parmentier P.,29,133,1593,457,2020
