Surface,Round,Winner,Loser,WRank,LRank,WPts,LPts,Year,Fit
Clay,1st Round,Fruhvirtova L.,Konjuh A.,188,62,355,1003,2022,1
Clay,1st Round,Zavatska K.,Yuan Y.,215,143,313,458,2022,1
Clay,1st Round,Bondar A.,Hartono A.,73,165,884,392,2022,1
Clay,1st Round,Liu C.,Watson H.,89,105,755,641,2022,1
Clay,1st Round,Cornet A.,Parks A.,34,150,1315,434,2022,1
Clay,1st Round,Paolini J.,Lee G.,48,259,1159,268,2022,1
Clay,1st Round,Alexandrova E.,Kiick A.,54,270,1081,259,2022,1
Clay,1st Round,Zhang S.,Di Lorenzo F.,41,199,1210,335,2022,1
Clay,1st Round,Frech M.,Kvitova P.,87,29,774,1690,2022,1
Clay,1st Round,Kanepi K.,Rogers S.,57,44,1038,1184,2022,1
Clay,1st Round,Begu I.,Wang Xin.,66,88,964,772,2022,1
Clay,1st Round,Davis L.,Bolkvadze M.,82,155,799,424,2022,1
Clay,1st Round,Linette M.,Volynets K.,64,154,991,429,2022,1
Clay,1st Round,Bencic B.,Wang Xiy.,21,149,2151,434,2022,1
Clay,1st Round,Vandeweghe C.,Gasanova A.,168,153,390,431,2022,1
Clay,1st Round,Putintseva Y.,Anderson R.,46,178,1166,365,2022,1
Clay,1st Round,Zheng Q.,Stephens S.,72,36,892,1282,2022,1
Clay,1st Round,Riske A.,Mcnally C.,43,164,1201,393,2022,1
Clay,1st Round,Tomljanovic A.,Chang S.,39,318,1231,195,2022,1
Clay,2nd Round,Anisimova A.,Putintseva Y.,47,46,1165,1166,2022,1
Clay,2nd Round,Vandeweghe C.,Davis L.,168,82,390,799,2022,1
Clay,2nd Round,Cornet A.,Baptiste H.,34,124,1315,515,2022,1
Clay,2nd Round,Kalinina A.,Rybakina E.,42,18,1208,2261,2022,1
Clay,2nd Round,Pegula J.,Paolini J.,13,48,2485,1159,2022,1
Clay,2nd Round,Alexandrova E.,Zheng Q.,54,72,1081,892,2022,1
Clay,2nd Round,Sabalenka A.,Riske A.,5,43,4657,1201,2022,1
Clay,2nd Round,Bencic B.,Fruhvirtova L.,21,188,2151,355,2022,1
Clay,2nd Round,Liu C.,Zhang S.,89,41,755,1210,2022,1
Clay,2nd Round,Badosa P.,Bondar A.,3,73,4970,884,2022,1
Clay,2nd Round,Kanepi K.,Frech M.,57,87,1038,774,2022,1
Clay,2nd Round,Begu I.,Tomljanovic A.,66,39,964,1231,2022,1
Clay,2nd Round,Jabeur O.,Navarro E.,10,201,2975,332,2022,1
Clay,2nd Round,Linette M.,Fernandez L.A.,64,19,991,2156,2022,1
Clay,3rd Round,Vandeweghe C.,Pegula J.,168,13,390,2485,2022,1
Clay,3rd Round,Bencic B.,Keys M.,21,24,2151,1904,2022,1
Clay,3rd Round,Badosa P.,Liu C.,3,89,4970,755,2022,1
Clay,3rd Round,Kalinina A.,Cornet A.,42,34,1208,1315,2022,1
Clay,3rd Round,Jabeur O.,Begu I.,10,66,2975,964,2022,1
Clay,3rd Round,Linette M.,Kanepi K.,64,57,991,1038,2022,1
Clay,Quarterfinals,Bencic B.,Badosa P.,21,3,2151,4970,2022,1
Clay,Quarterfinals,Jabeur O.,Kalinina A.,10,42,2975,1208,2022,1
Clay,Quarterfinals,Alexandrova E.,Linette M.,54,64,1081,991,2022,1
Clay,Quarterfinals,Anisimova A.,Vandeweghe C.,47,168,1165,390,2022,1
Clay,Semifinals,Bencic B.,Alexandrova E.,21,54,2151,1081,2022,1
Clay,Semifinals,Jabeur O.,Anisimova A.,10,47,2975,1165,2022,1
Clay,1st Round,Cirstea S.,Rakhimova K.,24,95,1840,699,2022,1
Clay,1st Round,Bondar A.,Martincova T.,72,49,894,1128,2022,1
Clay,1st Round,Rus A.,Oz I.,74,219,863,306,2022,1
Clay,1st Round,Parrizas Diaz N.,Trevisan M.,54,80,1075,783,2022,1
Clay,1st Round,Grabher J.,Ozgen P.,194,320,345,188,2022,1
Clay,1st Round,Teichmann J.,Minnen G.,37,78,1269,800,2022,1
Clay,1st Round,Bogdan A.,Konjuh A.,90,63,710,1003,2022,1
Clay,1st Round,Gracheva V.,Bouzkova M.,73,77,876,807,2022,1
Clay,1st Round,Tomljanovic A.,Fourlis J.,41,236,1206,288,2022,1
Clay,1st Round,Peterson R.,Mertens E.,76,23,811,1840,2022,1
Clay,1st Round,Putintseva Y.,Linette M.,51,57,1121,1061,2022,1
Clay,1st Round,Potapova A.,Bartunkova N.,122,408,538,125,2022,1
Clay,1st Round,Martic P.,Kalinina A.,60,36,1029,1273,2022,1
Clay,1st Round,Tsurenko L.,Schmiedlova A.,135,87,490,741,2022,1
Clay,2nd Round,Grabher J.,Teichmann J.,194,37,345,1269,2022,1
Clay,2nd Round,Cirstea S.,Rus A.,24,74,1840,863,2022,1
Clay,2nd Round,Tomljanovic A.,Tsurenko L.,41,135,1206,490,2022,1
Clay,2nd Round,Sorribes Tormo S.,Gracheva V.,47,73,1135,876,2022,1
Clay,2nd Round,Putintseva Y.,Peterson R.,51,76,1121,811,2022,1
Clay,2nd Round,Potapova A.,Martic P.,122,60,538,1029,2022,1
Clay,2nd Round,Kudermetova V.,Bogdan A.,29,90,1675,710,2022,1
Clay,Quarterfinals,Potapova A.,Sorribes Tormo S.,122,47,538,1135,2022,1
Clay,Quarterfinals,Cirstea S.,Grabher J.,24,194,1840,345,2022,1
Clay,Quarterfinals,Kudermetova V.,Bondar A.,29,72,1675,894,2022,1
Clay,Semifinals,Potapova A.,Putintseva Y.,122,51,538,1121,2022,1
Clay,Semifinals,Kudermetova V.,Cirstea S.,29,24,1675,1840,2022,1
Clay,The Final,Potapova A.,Kudermetova V.,122,29,538,1675,2022,1
Clay,1st Round,Alexandrova E.,Zhang S.,39,40,1211,1210,2022,1
Clay,1st Round,Samsonova L.,Paquet C.,31,103,1532,641,2022,1
Clay,1st Round,Lys E.,Golubic V.,342,38,165,1211,2022,1
Clay,1st Round,Korpatsch T.,Giorgi C.,118,30,560,1603,2022,1
Clay,1st Round,Jabeur O.,Vondrousova M.,10,32,3015,1457,2022,1
Clay,1st Round,Rybakina E.,Schunk N.,19,224,2261,304,2022,1
Clay,1st Round,Andreescu B.,Niemeier J.,121,108,548,609,2022,1
Clay,1st Round,Kasatkina D.,Gauff C.,26,16,1770,2300,2022,1
Clay,1st Round,Pliskova Ka.,Kvitova P.,7,28,4252,1690,2022,1
Clay,1st Round,Raducanu E.,Sanders S.,12,197,2698,339,2022,1
Clay,1st Round,Kontaveit A.,Kerber A.,6,17,4511,2297,2022,1
Clay,1st Round,Siegemund L.,Zidansek T.,231,27,294,1756,2022,1
Clay,2nd Round,Swiatek I.,Lys E.,1,342,6711,165,2022,1
Clay,2nd Round,Badosa P.,Rybakina E.,3,19,4885,2261,2022,1
Clay,2nd Round,Jabeur O.,Kasatkina D.,10,26,3015,1770,2022,1
Clay,2nd Round,Sabalenka A.,Andreescu B.,4,121,4711,548,2022,1
Clay,2nd Round,Samsonova L.,Pliskova Ka.,31,7,1532,4252,2022,1
Clay,2nd Round,Siegemund L.,Sakkari M.,231,5,294,4705,2022,1
Clay,2nd Round,Raducanu E.,Korpatsch T.,12,118,2698,560,2022,1
Clay,2nd Round,Kontaveit A.,Alexandrova E.,6,39,4511,1211,2022,1
Clay,Quarterfinals,Badosa P.,Jabeur O.,3,10,4885,3015,2022,1
Clay,Quarterfinals,Sabalenka A.,Kontaveit A.,4,6,4711,4511,2022,1
Clay,Quarterfinals,Samsonova L.,Siegemund L.,31,231,1532,294,2022,1
Clay,Quarterfinals,Swiatek I.,Raducanu E.,1,12,6711,2698,2022,1
Clay,Semifinals,Sabalenka A.,Badosa P.,4,3,4711,4885,2022,1
Clay,Semifinals,Swiatek I.,Samsonova L.,1,31,6711,1532,2022,1
Clay,The Final,Swiatek I.,Sabalenka A.,1,4,6711,4711,2022,1
Clay,1st Round,Jabeur O.,Paolini J.,10,46,3015,1159,2022,1
Clay,1st Round,Parrizas Diaz N.,Cirstea S.,52,27,1075,1670,2022,1
Clay,1st Round,Muchova K.,Zheng Q.,67,72,957,897,2022,1
Clay,1st Round,Azarenka V.,Golubic V.,17,39,2281,1211,2022,1
Clay,1st Round,Halep S.,Zhang S.,21,40,1972,1210,2022,1
Clay,1st Round,Bencic B.,Begu I.,13,62,2561,1004,2022,1
Clay,1st Round,Zidansek T.,Haddad Maia B.,24,65,1756,980,2022,1
Clay,1st Round,Badosa P.,Kudermetova V.,2,25,5045,1745,2022,1
Clay,1st Round,Gracheva V.,Cornet A.,73,34,876,1315,2022,1
Clay,1st Round,Alexandrova E.,Ostapenko J.,45,12,1166,2780,2022,1
Clay,1st Round,Anisimova A.,Sabalenka A.,33,4,1320,4711,2022,1
Clay,1st Round,Bouzkova M.,Pliskova Ka.,77,7,807,4207,2022,1
Clay,1st Round,Putintseva Y.,Rogers S.,44,48,1176,1134,2022,1
Clay,1st Round,Kasatkina D.,Bondar A.,23,68,1770,934,2022,1
Clay,1st Round,Rybakina E.,Dodin O.,18,93,2261,708,2022,1
Clay,1st Round,Teichmann J.,Kvitova P.,35,30,1298,1645,2022,1
Clay,1st Round,Pegula J.,Giorgi C.,14,31,2510,1603,2022,1
Clay,1st Round,Fernandez L.A.,Petkovic A.,20,64,2151,987,2022,1
Clay,1st Round,Sakkari M.,Keys M.,5,22,4651,1958,2022,1
Clay,1st Round,Kostyuk M.,Tauson C.,60,41,1015,1204,2022,1
Clay,1st Round,Kanepi K.,Fruhvirtova L.,55,205,1063,325,2022,1
Clay,1st Round,Siniakova K.,Konjuh A.,51,66,1108,973,2022,1
Clay,1st Round,Muguruza G.,Tomljanovic A.,9,38,3070,1236,2022,1
Clay,1st Round,Andreescu B.,Riske A.,111,42,603,1201,2022,1
Clay,1st Round,Kalinina A.,Stephens S.,37,43,1273,1183,2022,1
Clay,1st Round,Osaka N.,Potapova A.,36,78,1296,806,2022,1
Clay,1st Round,Raducanu E.,Martincova T.,11,49,2797,1128,2022,1
Clay,1st Round,Sorribes Tormo S.,Pavlyuchenkova A.,47,15,1140,2472,2022,1
Clay,2nd Round,Azarenka V.,Zidansek T.,17,24,2281,1756,2022,1
Clay,2nd Round,Bouzkova M.,Yastremska D.,77,92,807,709,2022,1
Clay,2nd Round,Alexandrova E.,Parrizas Diaz N.,45,52,1166,1075,2022,1
Clay,2nd Round,Bencic B.,Muchova K.,13,67,2561,957,2022,1
Clay,2nd Round,Anisimova A.,Martic P.,33,58,1320,1058,2022,1
Clay,2nd Round,Halep S.,Badosa P.,21,2,1972,5045,2022,1
Clay,2nd Round,Gauff C.,Putintseva Y.,16,44,2300,1176,2022,1
Clay,2nd Round,Andreescu B.,Collins D.,111,8,603,3151,2022,1
Clay,2nd Round,Kalinina A.,Muguruza G.,37,9,1273,3070,2022,1
Clay,2nd Round,Pegula J.,Kanepi K.,14,55,2510,1063,2022,1
Clay,2nd Round,Teichmann J.,Fernandez L.A.,35,20,1298,2151,2022,1
Clay,2nd Round,Raducanu E.,Kostyuk M.,11,60,2797,1015,2022,1
Clay,2nd Round,Rybakina E.,Siniakova K.,18,51,2261,1108,2022,1
Clay,2nd Round,Kasatkina D.,Sakkari M.,23,5,1770,4651,2022,1
Clay,2nd Round,Sorribes Tormo S.,Osaka N.,47,36,1140,1296,2022,1
Clay,3rd Round,Jabeur O.,Bencic B.,10,13,3015,2561,2022,1
Clay,3rd Round,Halep S.,Gauff C.,21,16,1972,2300,2022,1
Clay,3rd Round,Alexandrova E.,Bouzkova M.,45,77,1166,807,2022,1
Clay,3rd Round,Anisimova A.,Azarenka V.,33,17,1320,2281,2022,1
Clay,3rd Round,Pegula J.,Andreescu B.,14,111,2510,603,2022,1
Clay,3rd Round,Teichmann J.,Rybakina E.,35,18,1298,2261,2022,1
Clay,3rd Round,Kalinina A.,Raducanu E.,37,11,1273,2797,2022,1
Clay,Quarterfinals,Alexandrova E.,Anisimova A.,45,33,1166,1320,2022,1
Clay,Quarterfinals,Teichmann J.,Kalinina A.,35,37,1298,1273,2022,1
Clay,Quarterfinals,Pegula J.,Sorribes Tormo S.,14,47,2510,1140,2022,1
Clay,Semifinals,Jabeur O.,Alexandrova E.,10,45,3015,1166,2022,1
Clay,Semifinals,Pegula J.,Teichmann J.,14,35,2510,1298,2022,1
Clay,1st Round,Kasatkina D.,Zidansek T.,23,24,1825,1712,2022,1
Clay,1st Round,Azarenka V.,Golubic V.,16,56,2336,1061,2022,1
Clay,1st Round,Halep S.,Cornet A.,21,39,2067,1295,2022,1
Clay,1st Round,Martic P.,Muchova K.,47,78,1143,807,2022,1
Clay,1st Round,Zhang S.,Trevisan M.,42,82,1210,783,2022,1
Clay,1st Round,Sasnovich A.,Kudermetova V.,50,28,1123,1635,2022,1
Clay,1st Round,Putintseva Y.,Juvan K.,40,85,1231,773,2022,1
Clay,1st Round,Fernandez L.A.,Pavlyuchenkova A.,18,20,2191,2092,2022,1
Clay,1st Round,Gauff C.,Kerber A.,15,19,2410,2178,2022,1
Clay,1st Round,Kalinina A.,Keys M.,36,22,1357,1958,2022,1
Clay,1st Round,Tomljanovic A.,Giorgi C.,41,30,1216,1612,2022,1
Clay,1st Round,Anisimova A.,Martincova T.,32,53,1525,1083,2022,1
Clay,1st Round,Brengle M.,Kostyuk M.,61,59,1012,1050,2022,1
Clay,1st Round,Teichmann J.,Paolini J.,29,55,1623,1074,2022,1
Clay,1st Round,Davis L.,Ostapenko J.,102,13,644,2725,2022,1
Clay,1st Round,Pegula J.,Samsonova L.,11,25,3040,1682,2022,1
Clay,1st Round,Rybakina E.,Avanesyan E.,17,146,2316,439,2022,1
Clay,1st Round,Alexandrova E.,Stephens S.,31,49,1576,1128,2022,1
Clay,1st Round,Osorio M.,Bronzetti L.,58,79,1054,804,2022,1
Clay,1st Round,Parrizas Diaz N.,Sorribes Tormo S.,51,37,1110,1345,2022,1
Clay,1st Round,Andreescu B.,Raducanu E.,90,12,723,2914,2022,1
Clay,1st Round,Jabeur O.,Cirstea S.,7,26,3895,1670,2022,1
Clay,2nd Round,Rybakina E.,Davis L.,17,102,2316,644,2022,1
Clay,2nd Round,Anisimova A.,Bencic B.,32,14,1525,2466,2022,1
Clay,2nd Round,Sabalenka A.,Zhang S.,8,42,3721,1210,2022,1
Clay,2nd Round,Martic P.,Kontaveit A.,47,5,1143,4446,2022,1
Clay,2nd Round,Azarenka V.,Osorio M.,16,58,2336,1054,2022,1
Clay,2nd Round,Sakkari M.,Alexandrova E.,4,31,4596,1576,2022,1
Clay,2nd Round,Pegula J.,Kalinina A.,11,36,3040,1357,2022,1
Clay,2nd Round,Andreescu B.,Parrizas Diaz N.,90,51,723,1110,2022,1
Clay,2nd Round,Swiatek I.,Ruse E.G.,1,57,7061,1061,2022,1
Clay,2nd Round,Jabeur O.,Tomljanovic A.,7,41,3895,1216,2022,1
Clay,2nd Round,Kasatkina D.,Fernandez L.A.,23,18,1825,2191,2022,1
Clay,2nd Round,Putintseva Y.,Muguruza G.,40,10,1231,3135,2022,1
Clay,2nd Round,Collins D.,Halep S.,9,21,3211,2067,2022,1
Clay,2nd Round,Badosa P.,Sasnovich A.,3,50,4720,1123,2022,1
Clay,3rd Round,Teichmann J.,Rybakina E.,29,17,1623,2316,2022,1
Clay,3rd Round,Sabalenka A.,Pegula J.,8,11,3721,3040,2022,1
Clay,3rd Round,Andreescu B.,Martic P.,90,47,723,1143,2022,1
Clay,3rd Round,Swiatek I.,Azarenka V.,1,16,7061,2336,2022,1
Clay,3rd Round,Anisimova A.,Collins D.,32,9,1525,3211,2022,1
Clay,3rd Round,Sakkari M.,Gauff C.,4,15,4596,2410,2022,1
Clay,3rd Round,Jabeur O.,Putintseva Y.,7,40,3895,1231,2022,1
Clay,3rd Round,Kasatkina D.,Badosa P.,23,3,1825,4720,2022,1
Clay,Quarterfinals,Sabalenka A.,Anisimova A.,8,32,3721,1525,2022,1
Clay,Quarterfinals,Swiatek I.,Andreescu B.,1,90,7061,723,2022,1
Clay,Quarterfinals,Jabeur O.,Sakkari M.,7,4,3895,4596,2022,1
Clay,Semifinals,Swiatek I.,Sabalenka A.,1,8,7061,3721,2022,1
Clay,Semifinals,Jabeur O.,Kasatkina D.,7,23,3895,1825,2022,1
Clay,The Final,Swiatek I.,Jabeur O.,1,7,7061,3895,2022,1
Clay,1st Round,Marcinko P.,Peterson R.,361,77,159,811,2022,1
Clay,1st Round,Tomljanovic A.,Burillo I.,44,251,1186,273,2022,1
Clay,1st Round,Rus A.,Sun L.,76,276,847,252,2022,1
Clay,1st Round,Schmiedlova A.,Reyngold E.,89,333,742,181,2022,1
Clay,1st Round,Galfi D.,Eikeri U.,98,275,679,252,2022,1
Clay,1st Round,Muguruza G.,Danilina A.,10,343,3031,172,2022,1
Clay,1st Round,Trevisan M.,You X.,85,295,783,223,2022,1
Clay,1st Round,Kucova K.,Harrison Ca.,87,265,759,266,2022,1
Clay,1st Round,Parrizas Diaz N.,Zhao C.,48,337,1160,178,2022,1
Clay,1st Round,Bondar A.,Ferrando C.,67,261,952,269,2022,1
Clay,1st Round,Liu C.,Rakhimova K.,92,104,715,638,2022,1
Clay,1st Round,Burel C.,Udvardy P.,95,88,702,743,2022,1
Clay,1st Round,Sherif M.,Paquet C.,50,102,1135,651,2022,1
Clay,1st Round,Mladenovic K.,Andrianjafitrimo T.,110,142,596,456,2022,1
Clay,2nd Round,Sharma A.,Marcinko P.,144,361,451,159,2022,1
Clay,2nd Round,Bondar A.,Kucova K.,67,87,952,759,2022,1
Clay,2nd Round,Rus A.,Galfi D.,76,98,847,679,2022,1
Clay,2nd Round,Liu C.,Sherif M.,92,50,715,1135,2022,1
Clay,2nd Round,Parrizas Diaz N.,Mladenovic K.,48,110,1160,596,2022,1
Clay,2nd Round,Trevisan M.,Muguruza G.,85,10,783,3031,2022,1
Clay,2nd Round,Bronzetti L.,Burel C.,83,95,793,702,2022,1
Clay,Quarterfinals,Liu C.,Sharma A.,92,144,715,451,2022,1
Clay,Quarterfinals,Trevisan M.,Rus A.,85,76,783,847,2022,1
Clay,Quarterfinals,Bronzetti L.,Parrizas Diaz N.,83,48,793,1160,2022,1
Clay,Semifinals,Liu C.,Bondar A.,92,67,715,952,2022,1
Clay,Semifinals,Trevisan M.,Bronzetti L.,85,83,783,793,2022,1
Clay,1st Round,Tan H.,Stosur S.,112,490,590,95,2022,1
Clay,1st Round,Linette M.,Gracheva V.,56,71,1081,914,2022,1
Clay,1st Round,Dodin O.,Konjuh A.,94,66,708,953,2022,1
Clay,1st Round,Zanevska M.,Zhang S.,65,41,964,1240,2022,1
Clay,1st Round,Berberovic N.,Stephens S.,306,53,208,1109,2022,1
Clay,1st Round,Watson H.,Hobgarski K.,105,292,621,229,2022,1
Clay,1st Round,Pliskova Ka.,Kostyuk M.,8,59,3568,1050,2022,1
Clay,1st Round,Golubic V.,Morderger Y.,60,379,1047,144,2022,1
Clay,1st Round,Mertens E.,Monnet C.,33,249,1446,276,2022,1
Clay,1st Round,Sasnovich A.,Gervais J.,45,725,1183,42,2022,1
Clay,1st Round,Kerber A.,Parry D.,22,96,2074,682,2022,1
Clay,1st Round,Pera B.,Ruse E.G.,122,52,523,1116,2022,1
Clay,1st Round,Makarova E.,Cirstea S.,348,27,168,1670,2022,1
Clay,1st Round,Ferro F.,Gabueva A.,139,594,459,67,2022,1
Clay,2nd Round,Linette M.,Watson H.,56,105,1081,621,2022,1
Clay,2nd Round,Zanevska M.,Tan H.,65,112,964,590,2022,1
Clay,2nd Round,Pliskova Ka.,Pera B.,8,122,3568,523,2022,1
Clay,2nd Round,Juvan K.,Berberovic N.,81,306,802,208,2022,1
Clay,2nd Round,Dodin O.,Makarova E.,94,348,708,168,2022,1
Clay,2nd Round,Golubic V.,Ferro F.,60,139,1047,459,2022,1
Clay,2nd Round,Kerber A.,Sasnovich A.,22,45,2074,1183,2022,1
Clay,Quarterfinals,Juvan K.,Mertens E.,81,33,802,1446,2022,1
Clay,Quarterfinals,Pliskova Ka.,Zanevska M.,8,65,3568,964,2022,1
Clay,Quarterfinals,Kerber A.,Linette M.,22,56,2074,1081,2022,1
Clay,Quarterfinals,Dodin O.,Golubic V.,94,60,708,1047,2022,1
Clay,Semifinals,Juvan K.,Pliskova Ka.,81,8,802,3568,2022,1
Clay,Semifinals,Kerber A.,Dodin O.,22,94,2074,708,2022,1
Clay,The Final,Kerber A.,Juvan K.,22,81,2074,802,2022,1
Clay,1st Round,Osorio M.,Tan H.,66,106,989,608,2022,1
Clay,1st Round,Stephens S.,Niemeier J.,64,102,1000,650,2022,1
Clay,1st Round,Linette M.,Jabeur O.,52,6,1111,4380,2022,1
Clay,1st Round,Muchova K.,Monnet C.,81,253,808,276,2022,1
Clay,1st Round,Siniakova K.,Martic P.,56,76,1062,869,2022,1
Clay,1st Round,Danilovic O.,Galfi D.,172,96,377,695,2022,1
Clay,1st Round,Van Uytvanck A.,Li A.,60,67,1035,981,2022,1
Clay,1st Round,Sakkari M.,Burel C.,3,94,4726,714,2022,1
Clay,1st Round,Mertens E.,Ruse E.G.,32,51,1505,1116,2022,1
Clay,1st Round,Gauff C.,Marino R.,23,115,1886,557,2022,1
Clay,1st Round,Vekic D.,Bjorklund M.,100,148,652,433,2022,1
Clay,1st Round,Bencic B.,Jani R.L.,14,145,2525,439,2022,1
Clay,1st Round,Fernandez L.A.,Mladenovic K.,18,107,2245,606,2022,1
Clay,1st Round,Bouzkova M.,Gasanova A.,69,154,945,418,2022,1
Clay,1st Round,Petkovic A.,Dodin O.,65,84,997,788,2022,1
Clay,1st Round,Anisimova A.,Osaka N.,28,38,1610,1295,2022,1
Clay,1st Round,Trevisan M.,Dart H.,59,111,1038,594,2022,1
Clay,1st Round,Andreescu B.,Bonaventure Y.,72,168,913,380,2022,1
Clay,1st Round,Zheng Q.,Zanevska M.,74,62,879,1015,2022,1
Clay,1st Round,Saville D.,Grammatikopoulou V.,127,187,496,355,2022,1
Clay,1st Round,Kvitova P.,Bondar A.,34,61,1435,1033,2022,1
Clay,1st Round,Swiatek I.,Tsurenko L.,1,119,7061,537,2022,1
Clay,1st Round,Riske A.,Yastremska D.,43,82,1201,804,2022,1
Clay,1st Round,Parry D.,Krejcikova B.,97,2,682,4911,2022,1
Clay,1st Round,Kovinic D.,Samsonova L.,95,27,713,1670,2022,1
Clay,1st Round,Jacquemot E.,Watson H.,215,103,323,633,2022,1
Clay,1st Round,Jeanjean L.,Parrizas Diaz N.,227,45,307,1190,2022,1
Clay,1st Round,Raducanu E.,Noskova L.,12,184,2910,359,2022,1
Clay,1st Round,Schmiedlova A.,Kucova K.,92,88,724,771,2022,1
Clay,1st Round,Tomljanovic A.,Kontaveit A.,42,5,1216,4446,2022,1
Clay,1st Round,Kudermetova V.,Zhu L.,29,99,1585,675,2022,1
Clay,1st Round,Kerber A.,Frech M.,17,89,2354,760,2022,1
Clay,1st Round,Pliskova Ka.,Andrianjafitrimo T.,8,141,3678,456,2022,1
Clay,1st Round,Krunic A.,Rakhimova K.,114,109,562,599,2022,1
Clay,1st Round,Ostapenko J.,Bronzetti L.,13,73,2536,890,2022,1
Clay,1st Round,Cornet A.,Doi M.,40,98,1266,680,2022,1
Clay,1st Round,Volynets K.,Golubic V.,135,53,468,1086,2022,1
Clay,1st Round,Rybakina E.,Rus A.,16,78,2420,857,2022,1
Clay,1st Round,Alexandrova E.,Minnen G.,31,83,1531,792,2022,1
Clay,1st Round,Garcia C.,Townsend T.,79,342,855,180,2022,1
Clay,1st Round,Begu I.,Paolini J.,63,55,1004,1074,2022,1
Clay,1st Round,Keys M.,Kalinskaya A.,22,86,1899,784,2022,1
Clay,1st Round,Rogers S.,Martincova T.,50,54,1134,1083,2022,1
Clay,1st Round,Sherif M.,Kostyuk M.,49,58,1135,1050,2022,1
Clay,1st Round,Putintseva Y.,Bara I.,37,112,1365,574,2022,1
Clay,1st Round,Kalinina A.,Baptiste H.,36,123,1387,512,2022,1
Clay,1st Round,Giorgi C.,Zhang S.,30,41,1583,1240,2022,1
Clay,1st Round,Pegula J.,Wang Q.,11,129,2955,487,2022,1
Clay,1st Round,Juvan K.,Selekhmeteva O.,68,196,980,343,2022,1
Clay,1st Round,Zidansek T.,Liu C.,25,75,1683,873,2022,1
Clay,1st Round,Brengle M.,Buzarnescu M.,57,120,1062,522,2022,1
Clay,1st Round,Badosa P.,Ferro F.,4,130,4545,487,2022,1
Clay,1st Round,Kasatkina D.,Sramkova R.,20,176,2115,365,2022,1
Clay,1st Round,Contreras Gomez F.,Udvardy P.,225,90,312,743,2022,1
Clay,2nd Round,Azarenka V.,Petkovic A.,15,65,2440,997,2022,1
Clay,2nd Round,Sasnovich A.,Raducanu E.,47,12,1171,2910,2022,1
Clay,2nd Round,Kerber A.,Jacquemot E.,17,215,2354,323,2022,1
Clay,2nd Round,Mertens E.,Bouzkova M.,32,69,1505,945,2022,1
Clay,2nd Round,Muchova K.,Sakkari M.,81,3,808,4726,2022,1
Clay,2nd Round,Anisimova A.,Vekic D.,28,100,1610,652,2022,1
Clay,2nd Round,Gauff C.,Van Uytvanck A.,23,60,1886,1035,2022,1
Clay,2nd Round,Kanepi K.,Haddad Maia B.,46,48,1177,1158,2022,1
Clay,2nd Round,Stephens S.,Cirstea S.,64,26,1000,1670,2022,1
Clay,2nd Round,Gracheva V.,Tomljanovic A.,71,42,914,1216,2022,1
Clay,2nd Round,Bencic B.,Andreescu B.,14,72,2525,913,2022,1
Clay,2nd Round,Trevisan M.,Linette M.,59,52,1038,1111,2022,1
Clay,2nd Round,Saville D.,Kvitova P.,127,34,496,1435,2022,1
Clay,2nd Round,Parry D.,Osorio M.,97,66,682,986,2022,1
Clay,2nd Round,Jeanjean L.,Pliskova Ka.,227,8,307,3678,2022,1
Clay,2nd Round,Pegula J.,Kalinina A.,11,36,2955,1387,2022,1
Clay,2nd Round,Badosa P.,Juvan K.,4,68,4545,980,2022,1
Clay,2nd Round,Begu I.,Alexandrova E.,63,31,1004,1531,2022,1
Clay,2nd Round,Kudermetova V.,Krunic A.,29,114,1585,562,2022,1
Clay,2nd Round,Kasatkina D.,Contreras Gomez F.,20,225,2115,312,2022,1
Clay,2nd Round,Rybakina E.,Volynets K.,16,135,2420,468,2022,1
Clay,2nd Round,Kovinic D.,Schmiedlova A.,95,92,713,724,2022,1
Clay,2nd Round,Keys M.,Garcia C.,22,79,1899,855,2022,1
Clay,2nd Round,Giorgi C.,Putintseva Y.,30,37,1583,1365,2022,1
Clay,2nd Round,Zheng Q.,Halep S.,74,19,879,2126,2022,1
Clay,2nd Round,Swiatek I.,Riske A.,1,43,7061,1201,2022,1
Clay,2nd Round,Rogers S.,Collins D.,50,9,1134,3315,2022,1
Clay,2nd Round,Cornet A.,Ostapenko J.,40,13,1266,2536,2022,1
Clay,2nd Round,Zidansek T.,Sherif M.,25,49,1683,1135,2022,1
Clay,3rd Round,Anisimova A.,Muchova K.,28,81,1610,808,2022,1
Clay,3rd Round,Fernandez L.A.,Bencic B.,18,14,2245,2525,2022,1
Clay,3rd Round,Trevisan M.,Saville D.,59,127,1038,496,2022,1
Clay,3rd Round,Sasnovich A.,Kerber A.,47,17,1171,2354,2022,1
Clay,3rd Round,Gauff C.,Kanepi K.,23,46,1886,1177,2022,1
Clay,3rd Round,Mertens E.,Gracheva V.,32,71,1505,914,2022,1
Clay,3rd Round,Teichmann J.,Azarenka V.,24,15,1783,2440,2022,1
Clay,3rd Round,Stephens S.,Parry D.,64,97,1000,682,2022,1
Clay,3rd Round,Begu I.,Jeanjean L.,63,227,1004,307,2022,1
Clay,3rd Round,Swiatek I.,Kovinic D.,1,95,7061,713,2022,1
Clay,3rd Round,Kasatkina D.,Rogers S.,20,50,2115,1134,2022,1
